-2.0806515015108E-01;5.3003691491223E-01;-8.6511553956318E-01;3.2947914310038E-01;3.5666020631851E-01;2.0585072911356E-01;0.001
1.8541631910524E-01;-1.1383823765175E-01;-2.0953496636502E-02;-4.4320058036836E-01;-7.6188435512523E-01;4.6431074859484E-02;0.001
1.5573168756046E-01;-4.3234229018465E-02;3.7652413640194E-01;-3.8097190151776E-02;-5.0656568346927E-01;2.1969580513166E-01;0.001
-1.7960564803632E-01;-7.4920357515004E-01;6.4110315192869E-01;3.6524674396002E-01;9.0472762245181E-01;-1.1838522940527E-01;0.001
5.9076530740596E-01;-4.7120188415706E-01;7.4700417990220E-02;-4.7570041483498E-01;-6.9300143434948E-01;1.9231427084188E-01;0.001
1.1426930823867E-01;2.4458169197159E-01;1.0195494734870E-01;-7.3778130491350E-02;8.7676420892276E-01;2.3485259423054E-01;0.001
-5.3292265377910E-01;-3.5397856862586E-01;3.6414178045630E-01;3.2808140650236E-01;-4.6776901821337E-01;3.5498202722071E-01;0.001
-6.3064986355079E-01;-1.7743306901229E+00;-6.4127294491452E-01;1.0911471911983E-02;-3.6230021816213E-01;-8.3184597670720E-02;0.001
2.5163520015652E-01;7.9605895203674E-01;-4.3306230867550E-01;2.0871358833810E-01;2.3091528167631E-01;5.1034899345872E-01;0.001
-9.9519813128857E-01;5.0304391015111E-01;-2.3506475593052E+00;2.3809294927182E-02;-3.2625961679687E-02;5.2189810799964E-02;0.001
1.4717353047911E+00;2.0421614280925E+00;1.3979851100980E+00;7.7876120612262E-02;3.6670241156224E-01;8.2320219018817E-02;0.001
-9.4078445118823E-02;8.0419332488282E-02;-5.2929145215098E-01;7.5351844641396E-01;2.2281837902929E-01;-5.4955638424598E-01;0.001
1.4285690959344E+00;-5.9069377668466E-01;-5.8375294541318E-01;3.8826966995952E-01;-3.7146339214100E-01;-8.9736844130007E-02;0.001
1.5705498556625E-01;1.4656193584381E-01;-8.1156710287544E-02;9.7824877118165E-01;1.7547109700522E-01;3.6435782895740E-01;0.001
5.0577426918246E-01;9.4090518848321E-01;3.3223361234968E-01;5.5879768447129E-01;1.8547630250729E-01;8.1027407983486E-01;0.001
3.3975418081100E-01;6.9796361383133E-02;8.2556362438530E-02;3.5717002741087E-01;-3.3605033213548E-02;8.5016492518260E-01;0.001
2.0297927707104E-01;6.6398051934751E-01;1.8557404222096E-01;6.4033733865629E-02;9.4684155886035E-02;-7.3110716254290E-01;0.001
3.6454828053721E-01;3.1810738135787E-01;-4.3926140911001E-01;1.3187009074526E-01;-4.7430304986978E-01;1.2605648401963E-01;0.001
